text_id,sent_id,finite_verb,non_finite_verb,sent,length,last_ment,befaft_bef,befaft_aft,argstr_NC,argstr_NP,argstr_PP,tense_pre,tense_pst,tense_fut,tense_cond,verb_POS,target_form
26,45040,start,talk," I am ashamed , "" and immediately started to talk in Hindi , in the manner of an elementary language lesson , as though to jog my memory of my long forgotten mother tongue .",4,-1,0,0,0,0,1,1,0,0,0,VV,0
26,45139,start,write," She picked up a pen , and started to write , in English .",5,22,0,0,0,0,1,0,1,0,0,VV,0
26,46049,start,attack," Anyway if you 're feeling like this maybe we should n't watch the match -- you might start attacking me . """,6,-1,0,0,1,0,0,0,1,0,0,VVG,1
26,46640,start,tidy," They went into the kitchen and I started to tidy the room , gathering the plates from here and there and scattering the remains of the food on the window ledge .",4,-1,0,1,0,1,0,0,1,0,0,VV,0
26,46640,start,gather," They went into the kitchen and I started to tidy the room , gathering the plates from here and there and scattering the remains of the food on the window ledge .",6,-1,0,1,0,1,0,0,1,0,0,VVG,1
26,46979,start,re-learning, Obviously I would have to start re-learning my past and re-discovering my appointed place in the world .,11,-1,0,1,0,1,0,0,0,0,1,VVG,1
26,47019,start,get," I started getting confused halfway through , but I was determined not to ask anyone else I did n't want another negative response to spoil the childlike happiness that the policeman 's courtesy had brought to my otherwise unrewarding day .",3,24,0,0,1,0,0,0,1,0,0,VVG,1
26,47043,start,look, I decided to make one last attempt after which I would start looking for a place from where I could obtain a map of the city .,4,18,0,0,0,0,1,0,1,0,0,VVG,1
27,47818,start,take," And that is before you start taking into consideration commercial endorsements and appearance money which , at a conservative guess must add at least another $30-40m .",4,3,0,1,0,1,0,1,0,0,0,VVG,1
27,47823,start,fear," He has only expressed what a lot of other people have been starting to fear for a long time , that unless the commercial manipulators in tennis are careful , they could cook the golden goose .",4,-1,0,0,0,0,1,1,0,0,0,VV,0
27,48394,start,develop," You are two players who have just started to develop your game , and the simplest of drills is learning to rally .",7,-1,0,1,0,1,0,1,0,0,0,VV,0
29,49985,start,read, I have recently started reading Woodworker magazine and find it most interesting and informative ; thank you for an excellent publication .,4,-1,0,1,0,1,0,1,0,0,0,VVG,1
29,49985,start,find, I have recently started reading Woodworker magazine and find it most interesting and informative ; thank you for an excellent publication .,4,-1,0,1,1,0,0,1,0,0,0,VV,0
29,50480,start,get," Medium-sized gouges were used to start the basic roughing out of the shape , with references made to the life model to get the proportions absolutely right .",3,1,0,1,0,1,0,1,0,0,0,VV,0
29,50895,start,block," You start the clock , paint the glue , fit the pieces , block the cramps .",5,3,0,1,0,1,0,1,0,0,0,VV,0
32,54297,start,include," BR made an immediate start on the backlog of maintenance , including repairs to Ribblehead viaduct .",7,-1,0,1,0,1,0,0,1,0,0,VVG,1
32,54332,start,return, Preparations started in 1984 to return No 4468 Mallard to full working order for the fiftieth anniversary of its record-breaking run in 1988. 1986 saw the locomotive 's return to steam in original streamlined condition .,6,11,0,0,1,0,0,0,1,0,0,VV,0
32,54432,start,bite," Despite the immediate success of the new fleet of 125mph trains which brought new standards of safety and on-board comfort firstly on the Western Region services out of London ( Paddington ) and then on the East Coast main line from London ( King 's Cross ) , so much of what had been gained in the late 1970s was lost as the economic recession started to bite .",4,-1,0,0,1,0,0,0,0,0,0,VV,0
32,54477,start,take," One of the ironies of the 1980s is that while the East Coast main line started to take delivery of its second-generation 125mph equipment , the maximum speed of West Coast trains had only moved from 100 to 110mph .",4,-1,0,1,0,1,0,0,1,0,0,VV,0
32,54507,start,regain, By the close of the 1980s the West Coast had started to regain some of its old vitality and was emerging as the most utilised and profitable part of the InterCity network .,6,-1,0,0,1,0,0,0,1,0,0,VV,0
32,54652,start,run," Sherwood 's idea was to start his all-Pullman train from London 's Victoria station , and run to Folkestone where passengers would disembark , make the cross-Channel sailing to Boulogne , and continue their journey by rail to Venice via Paris and Milan .",3,7,0,0,1,0,0,0,1,0,0,VV,0
33,55752,start,work, This is the very first idea to be taken into consideration when a choreographer starts to work with music .,4,7,0,0,0,0,1,1,0,0,0,VV,0
33,57478,start,compose," Stravinsky had started composing Les Noces before 1913 and often played it toDiaghilev , gradually simplifying his ideas until it became the present cantata for voices , four pianos and percussion .",7,-1,0,0,1,0,0,0,1,0,0,VVG,1
34,57674,start,use," In recent years some brewers have started to use a cask breather , a simple demand valve connected to a cask and a CO2 cylinder which maintains the gas pressure inside the cask as the beer is drawn off .",3,3,0,1,0,1,0,1,0,0,0,VV,0
35,58116,start,brew," THE re-opened Ryburn Brewery in Halifax has started brewing a new mild , Ambleton .",4,1,0,0,1,0,0,1,0,0,0,VVG,1
35,58206,start,make," The brewery was founded in 1853 , started to make wheat beers in the 1890s , and has produced nothing else since it came into its present ownership , the Brombach family , in 1935 .",4,4,0,1,0,1,0,0,1,0,0,VV,0
35,58303,start,grow, This was just about the time when pale ales from Burton were starting to grow in popularity .,4,-1,0,0,0,0,1,0,1,0,0,VV,0
35,58427,start,rise," Across the yard in the oast house , hops fresh from this year 's harvest are placed in a kiln for 12 to 14 hours and heated by electric fans at temperatures starting at 90 degrees F and rising to 140 .",4,-1,0,0,1,0,0,1,0,0,0,VVG,1
36,59334,start,take," Continue until just after it starts to take up the steep fellside again , where a small path branches off left .",4,1,0,1,0,1,0,0,0,0,0,VV,0
36,59391,start,write, If you start writing to councillors and start complaining that Sites of Special Scientific Interest are being damaged then broader interests are going to become involved .,5,-1,0,0,1,0,0,1,0,0,0,VVG,1
36,59391,start,start, If you start writing to councillors and start complaining that Sites of Special Scientific Interest are being damaged then broader interests are going to become involved .,5,0,0,0,1,0,0,1,0,0,0,VV,0
36,59391,start,complain, If you start writing to councillors and start complaining that Sites of Special Scientific Interest are being damaged then broader interests are going to become involved .,8,-1,0,0,1,0,0,1,0,0,0,VVG,1
36,59410,start,strip, He raps down his prospective lines using webbing and rope made from non-renewable resources and starts stripping vegetation from the cracks and ledges on the route .,5,-1,0,1,0,1,0,1,0,0,0,VVG,1
37,61493,start,fix," Once you have got all the battens in place , the hard part is over and you can start fixing the tiles -- a job that is repetitive and boring , at least until you get to the cut bits at corners and edges .",3,7,0,1,0,1,0,1,0,0,0,VVG,1
37,61509,start,lay," The only exception to this method is when you are laying quarry tiles in mortar ; then , having set out the tiles dry , you start laying in one corner of the room , using battens as guides , and work across the room in bays four or five tiles wide .",3,0,0,1,0,1,0,1,0,0,0,VVG,1
37,61587,start,use," Before you can start using the tool , a 13amp plug must be fitted to the rubber-covered lead .",3,2,0,1,0,1,0,0,1,0,0,VVG,1
37,62355,start,leak," When corrosion really takes a hold , the radiators themselves may start to leak , and the overall effect is to reduce the system 's efficiency .",4,-1,0,0,1,0,0,1,0,0,0,VV,0
37,62389,start,rust," However , with time , the galvanised coating will be worn away ( especially if there is a copper pipework in the system ) and the cistern will start to rust .",4,1,0,0,1,0,0,0,0,1,0,VV,0
37,62392,start,rust, The best thing to do when an old galvanised cistern has started to rust is to replace it with a modern plastic type .,4,3,0,0,1,0,0,1,0,0,0,VV,0
38,62649,start,munch," He opens the packet of crisps himself and starts munching away . """,5,-1,0,0,1,0,0,1,0,0,0,VVG,1
38,62944,start,organise," I started organising puppy parties for my clients a few months back , using a good dog trainer to co-ordinate the parties and a local church hall as the venue .",8,14,0,1,0,1,0,0,1,0,0,VVG,1
38,62944,start,use," I started organising puppy parties for my clients a few months back , using a good dog trainer to co-ordinate the parties and a local church hall as the venue .",3,6,0,1,0,1,0,0,1,0,0,VVG,1
38,63007,start,work," Among Max 's other hobbies are going for long walks , travelling in the car and sitting on the fax machine , which always gives him a surprise when it starts working .",4,7,0,0,1,0,0,1,0,0,0,VVG,1
38,63326,start,break," The effect of this can be quite shocking , because the body 's reaction is to start breaking down fat stores and tissue in order to produce energy .",5,-1,0,1,0,1,0,1,0,0,0,VVG,1
38,63857,start,win," As the game progresses , owners should start to win the chase or the tug-of-war so , by the end of each game scenario -- before Fido has lost interest -- they are in possession of the toy , playing with it and not allowing Fido to have it .",3,9,0,1,0,1,0,1,0,0,0,VV,0
38,63979,start,come, The next day he starts at one car coming around a bend a little fast .,4,-1,0,0,1,0,0,0,0,0,0,VVG,1
38,64024,start,receive," While this was a general , day-to-day policy for Moby , it was also essential he start to receive some structured contact with his own kind , and begin basic training as soon as they possibly could .",7,-1,0,1,0,1,0,0,1,0,0,VV,0
38,64025,start,grow," So many dog training clubs only take dogs when they are six months old ... well past the steep part of the learning curve and often at an age when male dogs , especially , are starting to grow up ( and become as rebellious and resistant to authority as any human adolescent ! ) .",4,-1,0,0,1,0,0,1,0,0,0,VV,0
40,65910,start,collect," As before , Thomson , who has also put out calls for biographical material on other subjects , including S G Brown , signs himself a Member of the Institution of Electrical Engineers , helping establish credibility with editors unaware of the fact that he started collecting original papers in 1972 .",7,-1,0,1,0,1,0,1,0,0,0,VVG,1
40,66491,start,swing," I detect all kinds of vibrations and illnesses in people , animals and plants simply with an old motor car speedometer cable which starts swinging in my hand .",5,-1,0,0,0,0,1,1,0,0,0,VVG,1
40,66717,start,interpret," This is a major issue , since not only must the control information be interpreted correctly , but the printer must know when the control characters have finished and it should start interpreting the following characters as text again .",9,0,0,1,0,1,0,1,0,0,0,VVG,1
41,68906,start,teach," The grammar schools once provided the necessary culture of learning , as well as specific instruction , for students from under privileged homes , as we see in Judith Grossman 's Her Own Terms , or Anthony Burgess 's autobiographical recollection of reading English at Manchester University in the late thirties ( some twenty years before I started teaching there myself ) .",5,-1,0,0,1,0,0,0,1,0,0,VVG,1
41,69351,start,come," As we know , this agreeable stasis did not continue ; the synthesis started to come apart for reasons which I have tried to explain .",4,-1,0,0,0,0,1,0,1,0,0,VV,0
42,70260,start,look," It still seems to me that the acting critics of poesy are for the most part incapable of looking for more than one thing at a time , having got started about 1913 ( I mean a few of "" em got started about 1913 and a lot have started since ) to look for a certain plainness and directness of speech and simple order of words ; and having about 1918 got started looking for Mr Eliot 's rather more fragile system ( a system excellent for Mr Eliot but not very much use to any one else ) , they now limit their criticism to inquiring whether or no verse conforms to one or other of these manners , thereby often omitting to notice fundamentals , or qualities as important as verbal directness and even more important than "" snap "" .",4,0,0,0,0,0,1,1,0,0,0,VVG,1
